roulette,anticipation
saint,anticipation
saintly,anticipation
salary,anticipation
saliva,anticipation
salvation,anticipation
sanctify,anticipation
sanctuary,anticipation
savor,anticipation
scientist,anticipation
score,anticipation
scrutinize,anticipation
secular,anticipation
seductive,anticipation
seek,anticipation
sensual,anticipation
sensuality,anticipation
sequel,anticipation
serenity,anticipation
serial,anticipation
sex,anticipation
share,anticipation
shining,anticipation
ship,anticipation
shopping,anticipation
shortly,anticipation
signify,anticipation
simmering,anticipation
simplify,anticipation
sing,anticipation
sneaking,anticipation
sonar,anticipation
sorcery,anticipation
soundness,anticipation
spa,anticipation
sparkle,anticipation
spectacular,anticipation
speculative,anticipation
spirits,anticipation
splendor,anticipation
star,anticipation
starry,anticipation
start,anticipation
stealthy,anticipation
store,anticipation
strategist,anticipation
strive,anticipation
submit,anticipation
subscribe,anticipation
succeed,anticipation
succeeding,anticipation
success,anticipation
successful,anticipation
sun,anticipation
sundial,anticipation
sunny,anticipation
sunset,anticipation
superstitious,anticipation
surprisingly,anticipation
surround,anticipation
suspense,anticipation
sweet,anticipation
sweetheart,anticipation
sweets,anticipation
swim,anticipation
symphony,anticipation
synchronize,anticipation
tabulate,anticipation
tantalizing,anticipation
testament,anticipation
theology,anticipation
theory,anticipation
thermocouple,anticipation
thirst,anticipation
thought,anticipation
thrill,anticipation
thrilling,anticipation
thriving,anticipation
tickle,anticipation
time,anticipation
timidity,anticipation
tomorrow,anticipation
top,anticipation
towering,anticipation
track,anticipation
transcendence,anticipation
transitional,anticipation
treadmill,anticipation
treasure,anticipation
trepidation,anticipation
tribunal,anticipation
tributary,anticipation
triumph,anticipation
triumphant,anticipation
trophy,anticipation
twinkle,anticipation
ultimate,anticipation
ultimately,anticipation
unaccountable,anticipation
unbeaten,anticipation
undecided,anticipation
undertaking,anticipation
undisclosed,anticipation
undoubted,anticipation
undying,anticipation
uneasiness,anticipation
unexpected,anticipation
unexplained,anticipation
unfold,anticipation
unification,anticipation
university,anticipation
unknown,anticipation
unpublished,anticipation
unresolved,anticipation
unsurpassed,anticipation
untold,anticipation
unverified,anticipation
uphill,anticipation
uplift,anticipation
urgency,anticipation
urgent,anticipation
utopian,anticipation
vacation,anticipation
venerable,anticipation
veracity,anticipation
verge,anticipation
victory,anticipation
vigil,anticipation
vigilance,anticipation
vindication,anticipation
virginity,anticipation
vision,anticipation
visionary,anticipation
visitor,anticipation
visor,anticipation
volunteer,anticipation
voluptuous,anticipation
vow,anticipation
voyage,anticipation
wait,anticipation
warn,anticipation
warned,anticipation
watch,anticipation
weigh,anticipation
weight,anticipation
whim,anticipation
white,anticipation
wilderness,anticipation
winner,anticipation
winning,anticipation
winnings,anticipation
wishful,anticipation
withstand,anticipation
wizard,anticipation
wont,anticipation
worm,anticipation
worry,anticipation
worrying,anticipation
worship,anticipation
yearning,anticipation
young,anticipation
zeal,anticipation
zest,anticipation
aberration,disgust
abject,disgust
abnormal,disgust
abominable,disgust
abortion,disgust
adultery,disgust
affliction,disgust
aghast,disgust
airs,disgust
alien,disgust
ammonia,disgust
amphetamines,disgust
anaconda,disgust
anthrax,disgust
aphid,disgust
appalling,disgust
arsenic,disgust
ashamed,disgust
asymmetry,disgust
atrophy,disgust
autopsy,disgust
awkwardness,disgust
baboon,disgust
backwards,disgust
bacteria,disgust
bacterium,disgust
barf,disgust
barrow,disgust
bastard,disgust
beastly,disgust
bestial,disgust
bleeding,disgust
blight,disgust
blighted,disgust
blister,disgust
bloated,disgust
blob,disgust
blunder,disgust
boil,disgust
bombed,disgust
bovine,disgust
bowels,disgust
boy,disgust
bran,disgust
bribery,disgust
brothel,disgust
bug,disgust
bum,disgust
bureaucrat,disgust
burglar,disgust
burnt,disgust
cadaver,disgust
cannibal,disgust
cannibalism,disgust
carcass,disgust
caries,disgust
catechism,disgust
cess,disgust
chagrin,disgust
cholera,disgust
clumsy,disgust
collapse,disgust
compost,disgust
congress,disgust
constipation,disgust
contagious,disgust
contaminate,disgust
contaminated,disgust
contamination,disgust
corpse,disgust
corruption,disgust
cough,disgust
coward,disgust
crap,disgust
crawl,disgust
creature,disgust
cringe,disgust
critter,disgust
crude,disgust
crusty,disgust
cuckold,disgust
cupping,disgust
cystic,disgust
daft,disgust
dandy,disgust
dank,disgust
debauchery,disgust
debris,disgust
decayed,disgust
deceitful,disgust
decompose,disgust
decomposition,disgust
defamation,disgust
default,disgust
defective,disgust
deform,disgust
deformed,disgust
deformity,disgust
degrade,disgust
degrading,disgust
delirium,disgust
depressing,disgust
deteriorated,disgust
devilish,disgust
diaper,disgust
diarrhoea,disgust
dilapidated,disgust
dire,disgust
dirt,disgust
dirty,disgust
disappointment,disgust
discoloration,disgust
discolored,disgust
discontinuity,disgust
discriminating,disgust
diseased,disgust
dishonesty,disgust
disingenuous,disgust
disintegrate,disgust
dismal,disgust
dismemberment,disgust
displeasure,disgust
dispose,disgust
disregarded,disgust
dissection,disgust
distaste,disgust
distasteful,disgust
distorted,disgust
donkey,disgust
dreadfully,disgust
drivel,disgust
drool,disgust
drunken,disgust
dung,disgust
dysentery,disgust
egotistical,disgust
endemic,disgust
enema,disgust
entrails,disgust
excellence,disgust
excluded,disgust
exclusion,disgust
excrement,disgust
excretion,disgust
faeces,disgust
failure,disgust
falsify,disgust
falsity,disgust
farcical,disgust
fat,disgust
fatty,disgust
fecal,disgust
feces,disgust
filth,disgust
filthy,disgust
flabby,disgust
flatulence,disgust
flea,disgust
flesh,disgust
flop,disgust
fool,disgust
freakish,disgust
fungus,disgust
fussy,disgust
gaby,disgust
gag,disgust
garbage,disgust
garish,disgust
gelatin,disgust
ghastly,disgust
ghetto,disgust
glitter,disgust
glut,disgust
gluttony,disgust
gob,disgust
goblin,disgust
goo,disgust
gorge,disgust
gratuitous,disgust
gray,disgust
greasy,disgust
greedy,disgust
grime,disgust
grimy,disgust
grisly,disgust
groan,disgust
gross,disgust
grotesque,disgust
gruesome,disgust
guilt,disgust
gush,disgust
gut,disgust
gutter,disgust
hag,disgust
hairy,disgust
harlot,disgust
heartworm,disgust
hemorrhage,disgust
heretic,disgust
herpes,disgust
herpesvirus,disgust
hideous,disgust
hog,disgust
horrifying,disgust
hulk,disgust
humble,disgust
humiliating,disgust
humiliation,disgust
hydrocephalus,disgust
hypertrophy,disgust
hypocrite,disgust
hypocritical,disgust
idiot,disgust
idolatry,disgust
ignorant,disgust
illiterate,disgust
impeach,disgust
impolite,disgust
impure,disgust
impurity,disgust
incestuous,disgust
incubus,disgust
indecent,disgust
ineffectual,disgust
inefficiency,disgust
ineptitude,disgust
infect,disgust
infectious,disgust
infestation,disgust
iniquity,disgust
inmate,disgust
instability,disgust
interested,disgust
interior,disgust
intestinal,disgust
intoxicated,disgust
irrational,disgust
janitor,disgust
john,disgust
kite,disgust
lament,disgust
larceny,disgust
larger,disgust
latrines,disgust
laughable,disgust
lavatory,disgust
laxative,disgust
leeches,disgust
leer,disgust
lemon,disgust
leprosy,disgust
lesbian,disgust
lesser,disgust
lethal,disgust
lewd,disgust
liar,disgust
lick,disgust
loathing,disgust
loo,disgust
loon,disgust
lord,disgust
louse,disgust
lumpy,disgust
lurid,disgust
lush,disgust
lusty,disgust
maggot,disgust
malaria,disgust
malfeasance,disgust
mange,disgust
manure,disgust
materialist,disgust
measles,disgust
mess,disgust
messy,disgust
mildew,disgust
mire,disgust
misconduct,disgust
misguided,disgust
mishap,disgust
mistrust,disgust
mite,disgust
mockery,disgust
monochrome,disgust
morgue,disgust
mouthful,disgust
muck,disgust
mucous,disgust
mucus,disgust
muddy,disgust
murky,disgust
musty,disgust
mutilated,disgust
nameless,disgust
nappy,disgust
nausea,disgust
nauseous,disgust
nefarious,disgust
neurotic,disgust
nicotine,disgust
nose,disgust
noxious,disgust
obese,disgust
obesity,disgust
obi,disgust
obscene,disgust
occult,disgust
octopus,disgust
oddity,disgust
ogre,disgust
ooze,disgust
outcast,disgust
outhouse,disgust
palsy,disgust
parasite,disgust
parrot,disgust
pathetic,disgust
perspiration,disgust
perverted,disgust
pestilence,disgust
petroleum,disgust
phlegm,disgust
pig,disgust
piles,disgust
pimple,disgust
pious,disgust
plagiarism,disgust
plague,disgust
poisoning,disgust
politic,disgust
pollute,disgust
pollution,disgust
polygamy,disgust
pompous,disgust
porn,disgust
pornography,disgust
pregnancy,disgust
prejudiced,disgust
prolong,disgust
prosecution,disgust
prostitute,disgust
prostitution,disgust
puke,disgust
pungent,disgust
purgatory,disgust
pus,disgust
quack,disgust
quagmire,disgust
questionable,disgust
rags,disgust
rancid,disgust
rash,disgust
rat,disgust
reflux,disgust
regurgitation,disgust
remains,disgust
repellant,disgust
repelling,disgust
repulsion,disgust
retard,disgust
rigor,disgust
robber,disgust
rogue,disgust
rot,disgust
rotting,disgust
rubbish,disgust
sacrifices,disgust
saturated,disgust
scrub,disgust
scum,disgust
secrete,disgust
secretion,disgust
septic,disgust
serpent,disgust
servile,disgust
sewage,disgust
sewer,disgust
sewerage,disgust
shabby,disgust
shack,disgust
shame,disgust
shameless,disgust
shanghai,disgust
sick,disgust
sickly,disgust
sickness,disgust
sinning,disgust
slime,disgust
slimy,disgust
slop,disgust
sloppy,disgust
sloth,disgust
sludge,disgust
slug,disgust
slum,disgust
slush,disgust
smelling,disgust
smut,disgust
snake,disgust
sneeze,disgust
socialism,disgust
soil,disgust
soiled,disgust
soot,disgust
soreness,disgust
soulless,disgust
sour,disgust
speck,disgust
spew,disgust
spider,disgust
spit,disgust
spoil,disgust
spurious,disgust
squeamish,disgust
squirm,disgust
stain,disgust
stall,disgust
stealing,disgust
sticky,disgust
stink,disgust
stinking,disgust
stomach,disgust
stools,disgust
sty,disgust
subvert,disgust
suffering,disgust
suffocating,disgust
sump,disgust
sunk,disgust
swamp,disgust
swampy,disgust
swarm,disgust
swig,disgust
swine,disgust
taboo,disgust
tarnish,disgust
tasteless,disgust
tawny,disgust
tearful,disgust
teeming,disgust
termite,disgust
tetanus,disgust
theism,disgust
thrift,disgust
toad,disgust
toilet,disgust
toxic,disgust
tramp,disgust
trash,disgust
trashy,disgust
travesty,disgust
ugliness,disgust
ugly,disgust
unattractive,disgust
unbearable,disgust
unclean,disgust
unconscionable,disgust
uneasy,disgust
unfaithful,disgust
unfavorable,disgust
unhealthy,disgust
unmanageable,disgust
unnatural,disgust
unpleasant,disgust
unpopular,disgust
unsatisfactory,disgust
unsatisfied,disgust
unsightly,disgust
untidy,disgust
unwashed,disgust
unworthy,disgust
vacuous,disgust
vainly,disgust
varicella,disgust
vegetative,disgust
vesicular,disgust
vomit,disgust
vulgar,disgust
vulture,disgust
wallow,disgust
wart,disgust
waste,disgust
wasting,disgust
weird,disgust
whine,disgust
whore,disgust
wickedness,disgust
wimp,disgust
withered,disgust
woe,disgust
woefully,disgust
worsening,disgust
wretched,disgust
word,emotion
abandon,fear
abduction,fear
absence,fear
abyss,fear
accident,fear
accidental,fear
acrobat,fear
adjudicate,fear
admonition,fear
afflict,fear
afraid,fear
aga,fear
agonizing,fear
ailing,fear
alarm,fear
alarming,fear
ambulance,fear
angina,fear
anomaly,fear
apache,fear
apparition,fear
appendicitis,fear
apprehend,fear
apprehension,fear
armaments,fear
armor,fear
armored,fear
artillery,fear
asp,fear
astray,fear
asylum,fear
atherosclerosis,fear
auditor,fear
austere,fear
avalanche,fear
avoid,fear
avoidance,fear
avoiding,fear
bailiff,fear
bait,fear
bale,fear
bankrupt,fear
barbarian,fear
barricade,fear
battered,fear
battlefield,fear
behemoth,fear
bewildered,fear
bewilderment,fear
bier,fear
biopsy,fear
blackness,fear
blues,fear
bomber,fear
bondage,fear
bottomless,fear
brigade,fear
broke,fear
buck,fear
bunker,fear
burdensome,fear
buried,fear
cabal,fear
captive,fear
captor,fear
carcinoma,fear
cardiomyopathy,fear
carnivorous,fear
cartridge,fear
case,fear
casket,fear
cautionary,fear
cautiously,fear
cemetery,fear
change,fear
chargeable,fear
chasm,fear
chicken,fear
chimera,fear
cleave,fear
cliff,fear
cloudiness,fear
cobra,fear
coffin,fear
coma,fear
comatose,fear
compassion,fear
concerned,fear
confessional,fear
confidence,fear
conspiracy,fear
conspire,fear
constrain,fear
cop,fear
corrosive,fear
courageous,fear
cowardice,fear
cowardly,fear
coy,fear
coyote,fear
crash,fear
cripple,fear
crocodile,fear
crouch,fear
crouching,fear
crypt,fear
cult,fear
cutter,fear
cyanide,fear
cyclone,fear
cyst,fear
dagger,fear
danger,fear
dangerous,fear
darken,fear
darkened,fear
dart,fear
debacle,fear
decay,fear
defection,fear
defend,fear
defenseless,fear
deflation,fear
deluge,fear
demented,fear
dementia,fear
demise,fear
demoralized,fear
dentistry,fear
dependence,fear
deport,fear
depreciation,fear
depress,fear
descent,fear
desolation,fear
despairing,fear
despotic,fear
destitute,fear
deteriorate,fear
detonate,fear
dictator,fear
die,fear
difficult,fear
dike,fear
dinosaur,fear
disable,fear
disabled,fear
disappear,fear
discipline,fear
discourage,fear
disembodied,fear
disorder,fear
distressed,fear
dominant,fear
dominion,fear
doom,fear
doomed,fear
doubt,fear
downfall,fear
dragon,fear
drown,fear
dubious,fear
dungeon,fear
dwarfed,fear
edict,fear
eel,fear
emaciated,fear
embarrassment,fear
embolism,fear
emergency,fear
encroachment,fear
endangered,fear
endocarditis,fear
enigmatic,fear
erase,fear
escaped,fear
ethereal,fear
euthanasia,fear
evacuate,fear
evasion,fear
examination,fear
excruciating,fear
exorcism,fear
explosion,fear
exterminate,fear
extrajudicial,fear
fainting,fear
falter,fear
fanaticism,fear
fang,fear
fangs,fear
fatality,fear
fearful,fear
fearfully,fear
fearing,fear
fearless,fear
felon,fear
